SAZS	D	Obstáculos tipo A	01/23	13-Jul-23	https://ais.anac.gob.ar/descarga/aip-6468e78e43d2f
SAZS	I	Salida normalizada (SID)	01/25	12-Jun-25	https://ais.anac.gob.ar/descarga/aip-6807a59c367ae
SAZS	K	Llegada normalizada (STAR)	01/23	13-Jul-23	https://ais.anac.gob.ar/descarga/aip-6468e7d9b18e9
SAZS	M	Aproximación por instrumentos	01/25	12-Jun-25	https://ais.anac.gob.ar/descarga/aip-68064d7e5f7a3
SAZT	A	Plano de aeródromo	01/25	12-Jun-25	https://ais.anac.gob.ar/descarga/aip-68012add4eaef
SAZT	B	Estacionamiento y atraque	01/25	12-Jun-25	https://ais.anac.gob.ar/descarga/aip-68012aebed11b
SAZT	M	Aproximación por instrumentos	01/26	11-Jun-26	https://ais.anac.gob.ar/descarga/aip-69e1242d17847
SAZY	A	Plano de aeródromo	02/23	30-Nov-23	https://ais.anac.gob.ar/descarga/aip-651f0f05dbedc
SAZY	B	Estacionamiento y atraque	02/23	30-Nov-23	https://ais.anac.gob.ar/descarga/aip-651f0f1280544
SAZY	E	Obstáculos tipo B	02/23	30-Nov-23	https://ais.anac.gob.ar/descarga/aip-651f0f1ea4f6f
SAZY	I	Salida normalizada (SID)	02/23	30-Nov-23	https://ais.anac.gob.ar/descarga/aip-651f0f2d297f6
SAZY	K	Llegada normalizada (STAR)	02/23	30-Nov-23	https://ais.anac.gob.ar/descarga/aip-651f0f4b7ce19
SAZY	M	Aproximación por instrumentos	01/25	12-Jun-25	https://ais.anac.gob.ar/descarga/aip-68012b697a084
